1                name               |           model            |  asset_type  | serial_number 
290  1800SHERMAN-2-ESW-4              | WS-C3850-48P-L             | SWITCH       | FCW1832C10E

291  1800SHERMAN-2-ESW-4              | WS-C3850-48P-L             | SWITCH       | FOC1807U0PR

292  1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807X0QZ

293  1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807X0RP

294  1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2050C079

295  1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2022X1C4

296  1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807U0Q0

297  1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1803U08L

298  1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807Y4UL

299  1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1803X0R4

300  1800SHERMAN-4-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1752U063

301  1800SHERMAN-4-ESW-2              | WS-C3850-48P-L             | SWITCH       | FCW2219C15S

302  1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807X0S4

303  1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807U0R8

304  1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807Y4UA

305  1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1803XHAB

306  1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807U0PW

307  1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807X0R9

308  1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807U0Q4

309  1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1803Y3PY

310  1800SHERMAN-6-ESW-6              | WS-C3850-24P-L             | SWITCH       | FOC1743U0PD

311  1800SHERMAN-8802-08A-ESW-1       | WS-C3850-12X48U-L          | SWITCH       | FCW2146D08V

312  1800SHERMAN-8802-08A-ESW-1       | WS-C3850-48P-L             | SWITCH       | FCW2220D06A

313  1800SHERMAN-8802-08A-ESW-1       | WS-C3850-48P-L             | SWITCH       | FCW2219D16Q

314  1800SHERMAN-8802-08A-ESW-1       | WS-C3850-48P-L             | SWITCH       | FOC2220U08F

315  1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807U0NK

316  1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807X0P1

317  1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807Y4LQ

318  1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807X0RJ

319  1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1810Y0QU

320  1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1810X02S

321  1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1C0

322  1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1810X02B

323  1808CHI-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2035X0EU

324  1809CHI-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2038F1HQ

325  1810CHI-B-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW2050F08L

326  1810CHI-B-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1810X02N

327  1812HNMN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2220U02V

328  1812HNMN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2220U0A1

329  1812HNMN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2220C03W

330  1813HNMN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1740U00Q

331  1815CHI-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1812X18X

332  1818HNMN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1522R16T

333  1819HNMN-B-ESW-4                 | WS-C3850-48P-L             | SWITCH       | FOC1740U00E

334  1823SHERMAN-B-ESW-1              | WS-C3750X-24P              | SWITCH       | FDO1522R15V

335  1835HNMN-4N-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1650X0SD

336  1835HNMN-4N-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648X1EA

337  1835HNMN-4N-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1537K0QS

338  1835HNMN-4S-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1650P18R

339  1835HNMN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1832U1EZ

340  1838CHI-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1645P0XC

341  1838CHI-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1629R4QT

342  1838CHI-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0A4

343  1841SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1829X174

344  1841SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1807U0G8

345  1841SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1820U184

346  1841SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1832X124

347  1841SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1807X08W

348  1856ORR-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1809X0X1

349  1856ORR-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1813Y394

350  1870ORR-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1650P16S

351  1870ORR-B-ESW-1                  | WS-C3750X-24P              | SWITCH       | FDO1643Z27A

352  1871ORR-B-ESW-1                  | WS-C3850-24P-L             | SWITCH       | FOC2231L1PC

353  1900ORR-B-ESW-1                  | WS-C3750X-24P              | SWITCH       | FDO1522R15L

354  1902SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2142D1XF

355  1908SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2142F1FM

356  1914SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2142C1RX

357  1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1926X164

358  1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1928C0NL

359  1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1915C0R2

360  1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1926D140

361  1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1931D0DA

362  1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1933C17M

363  1936SHDN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1526P0RD

364  1936SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1522Z0QY

365  1940SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1750U18K

366  2000SHDN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1522P18M

367  2006SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2022U1PE

368  2010SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2142U1M0

369  2016SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1803U14F

370  2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW1931C1NB

371  2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW2022F104

372  2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW2022C1K5

373  2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1820U0ZD

374  2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC2119L1T1

375  2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW2022F0ZZ

376  2020RDG-156-ESW-2                | WS-C3850-48P-E             | SWITCH       | FCW1926D13P

377  2020RDG-180-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832X11H

378  2020RDG-180-ESW-2                | WS-C3850-24P-L             | SWITCH       | FOC1710V0C8

379  2020RDG-2-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K119

380  2020RDG-2-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1617V0S7

381  2020RDG-2-ESW-1                  | WS-C3750X-24P              | SWITCH       | FDO1717H0C5

382  2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1739X10R

383  2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1750X0YN

384  2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1801X0R5

385  2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1801X0QT

386  2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1739U0WB

387  2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1801U0KJ

388  2020RDG-4-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW2220C07F

389  2020RDG-4-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC2220X03Q

390  2020RDG-G-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2142C1T0

391  2020RDG-IDF-H12-ESW-2            | WS-C3750X-24P              | SWITCH       | FDO1536K1H6

392  2020RDG-TAPEROOM-ESW-1           | WS-C3850-24P-L             | SWITCH       | FCW1923C067

393  2020RDG-TAPEROOM-ESW-2           | WS-C3750X-48P              | SWITCH       | FDO1537K0DB

394  2020RDG-TAPEROOM-ESW-2           | WS-C3750X-48P              | SWITCH       | FDO1537K0CK

395  2020RDG-TAPEROOM-ESW-7           | WS-C3850-48P-L             | SWITCH       | FCW2050C05L

396  2040SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2143D0VT

397  2046SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2209U16G

398  211SUP-1-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FCW2050C0A8

399  211SUP-1-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1739V3C6

400  211SUP-1-ESW-2                   | WS-C3850-24P-L             | SWITCH       | FOC1740U090

401  211SUP-2SE-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1717R1AU

402  211SUP-7NW-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1537P0F0

403  211SUP-7SE-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1537V0TN

404  211SUP-7SW-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1629R4Q0

405  2135ORR-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2119F1CQ

406  2145ORR-B-ESW-1                  | CISCOCATALYST3560CX8PCS    | SWITCH       | FOC2025W47B

407  2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2038X1DR

408  2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038C1BU

409  2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035D0G9

410  2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2038U118

411  2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035C0F4

412  2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2039C00Q

413  2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038C1AP

414  2211CAMPUS-6106-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038F1F5

415  2211CAMPUS-6106-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038F2B1

416  2211CAMPUS-6106-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2038X1J8

417  2211CAMPUS-6106-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035D0EZ

418  2211CAMPUS-6280-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2035U0LK

419  2211CAMPUS-6280-ESW-1            | WS-C3850-12X48U-L          | SWITCH       | FOC2044U0Z5

420  2211CAMPUS-6280-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035F0D8

421  2211CAMPUS-6280-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2035U0LR

422  2211CAMPUS-6280-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2033U2EB

423  2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038F1LN

424  2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035C0GF

425  2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035D0GX

426  2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035F0BE

427  2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2033D1VK

428  2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2035X0GY

429  2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035C0G7

430  2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2033X24E

431  2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2044X0WY

432  2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2044C179

433  2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2044F19C

434  2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2044F1A2

435  2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2044X0XQ

436  2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2044C0HX

437  2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2044D0V8

438  2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2044X0XL

439  2211CAMPUS-6306-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2044C0G3

440  2211CAMPUS-6306-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035F0E0

441  2211CAMPUS-6306-ESW-2            | WS-C3850-12X48U-L          | SWITCH       | FCW2044F10B

442  2211CAMPUS-6306-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2033U2DW

443  2211CAMPUS-6306-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035D0H2

444  2211CAMPUS-6306-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2044C17A

445  2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038F2B9

446  2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2039X00F

447  2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038D1AD

448  2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2033D178

449  2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038C1WT

450  2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038D19D

451  2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2039U00H

452  2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2038U19H

453  2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038C1CH

454  2211CAMPUS-6414-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038C18L

455  2211CAMPUS-6414-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2038U1LN

456  2211CAMPUS-6414-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038D1CD

457  2211CAMPUS-6414-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2038U12K

458  2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2035D0G4

459  2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2035U0LN

460  2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2035C0K6

461  2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2033D1VN

462  2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2035D0GY

463  2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2035X0H1

464  2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2035X0HX

465  2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2035U0K4
