               name               |           model            |  asset_type  | serial_number 
 1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807Y4UA
 1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1803XHAB
 1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807U0PW
 1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807X0R9
 1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1807U0Q4
 1800SHERMAN-6-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1803Y3PY
 1800SHERMAN-6-ESW-6              | WS-C3850-24P-L             | SWITCH       | FOC1743U0PD
 1800SHERMAN-8802-08A-ESW-1       | WS-C3850-12X48U-L          | SWITCH       | FCW2146D08V
 1800SHERMAN-8802-08A-ESW-1       | WS-C3850-48P-L             | SWITCH       | FCW2220D06A
 1800SHERMAN-8802-08A-ESW-1       | WS-C3850-48P-L             | SWITCH       | FCW2219D16Q
 1800SHERMAN-8802-08A-ESW-1       | WS-C3850-48P-L             | SWITCH       | FOC2220U08F
 1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807U0NK
 1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807X0P1
 1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807Y4LQ
 1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807X0RJ
 1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1810Y0QU
 1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1810X02S
 1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1C0
 1801HNMN-134-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1810X02B
 1808CHI-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2035X0EU
 1809CHI-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2038F1HQ
 1810CHI-B-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW2050F08L
 1810CHI-B-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1810X02N
 1812HNMN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2220U02V
 1812HNMN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2220U0A1
 1812HNMN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2220C03W
 1813HNMN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1740U00Q
 1815CHI-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1812X18X
 1818HNMN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1522R16T
 1819HNMN-B-ESW-4                 | WS-C3850-48P-L             | SWITCH       | FOC1740U00E
 1823SHERMAN-B-ESW-1              | WS-C3750X-24P              | SWITCH       | FDO1522R15V
 1835HNMN-4N-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1650X0SD
 1835HNMN-4N-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648X1EA
 1835HNMN-4N-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1537K0QS
 1835HNMN-4S-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1650P18R
 1835HNMN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1832U1EZ
 1838CHI-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1645P0XC
 1838CHI-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1629R4QT
 1838CHI-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0A4
 1841SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1829X174
 1841SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1807U0G8
 1841SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1820U184
 1841SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1832X124
 1841SHDN-1-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1807X08W
 1856ORR-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1809X0X1
 1856ORR-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1813Y394
 1870ORR-B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1650P16S
 1870ORR-B-ESW-1                  | WS-C3750X-24P              | SWITCH       | FDO1643Z27A
 1871ORR-B-ESW-1                  | WS-C3850-24P-L             | SWITCH       | FOC2231L1PC
 1900ORR-B-ESW-1                  | WS-C3750X-24P              | SWITCH       | FDO1522R15L
 1902SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2142D1XF
 1908SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2142F1FM
 1914SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2142C1RX
 1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1926X164
 1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1928C0NL
 1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1915C0R2
 1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1926D140
 1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1931D0DA
 1918SHDN-IDF-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1933C17M
 1936SHDN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1526P0RD
 1936SHDN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1522Z0QY
 1940SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1750U18K
 2000SHDN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1522P18M
 2006SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2022U1PE
 2010SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2142U1M0
 2016SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1803U14F
 2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW1931C1NB
 2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW2022F104
 2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW2022C1K5
 2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1820U0ZD
 2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC2119L1T1
 2020RDG-112-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW2022F0ZZ
 2020RDG-156-ESW-2                | WS-C3850-48P-E             | SWITCH       | FCW1926D13P
 2020RDG-180-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832X11H
 2020RDG-180-ESW-2                | WS-C3850-24P-L             | SWITCH       | FOC1710V0C8
 2020RDG-2-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K119
 2020RDG-2-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1617V0S7
 2020RDG-2-ESW-1                  | WS-C3750X-24P              | SWITCH       | FDO1717H0C5
 2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1739X10R
 2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1750X0YN
 2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1801X0R5
 2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1801X0QT
 2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1739U0WB
 2020RDG-316-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1801U0KJ
 2020RDG-4-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW2220C07F
 2020RDG-4-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC2220X03Q
 2020RDG-G-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2142C1T0
 2020RDG-IDF-H12-ESW-2            | WS-C3750X-24P              | SWITCH       | FDO1536K1H6
 2020RDG-TAPEROOM-ESW-1           | WS-C3850-24P-L             | SWITCH       | FCW1923C067
 2020RDG-TAPEROOM-ESW-2           | WS-C3750X-48P              | SWITCH       | FDO1537K0DB
 2020RDG-TAPEROOM-ESW-2           | WS-C3750X-48P              | SWITCH       | FDO1537K0CK
 2020RDG-TAPEROOM-ESW-7           | WS-C3850-48P-L             | SWITCH       | FCW2050C05L
 2040SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2143D0VT
 2046SHDN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2209U16G
 211SUP-1-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FCW2050C0A8
 211SUP-1-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1739V3C6
 211SUP-1-ESW-2                   | WS-C3850-24P-L             | SWITCH       | FOC1740U090
 211SUP-2SE-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1717R1AU
 211SUP-7NW-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1537P0F0
 211SUP-7SE-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1537V0TN
 211SUP-7SW-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1629R4Q0
 2135ORR-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2119F1CQ
 2145ORR-B-ESW-1                  | CISCOCATALYST3560CX8PCS    | SWITCH       | FOC2025W47B
 2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2038X1DR
 2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038C1BU
 2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035D0G9
 2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2038U118
 2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035C0F4
 2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2039C00Q
 2211CAMPUS-6106-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038C1AP
 2211CAMPUS-6106-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038F1F5
 2211CAMPUS-6106-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038F2B1
 2211CAMPUS-6106-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2038X1J8
 2211CAMPUS-6106-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035D0EZ
 2211CAMPUS-6280-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2035U0LK
 2211CAMPUS-6280-ESW-1            | WS-C3850-12X48U-L          | SWITCH       | FOC2044U0Z5
 2211CAMPUS-6280-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035F0D8
 2211CAMPUS-6280-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2035U0LR
 2211CAMPUS-6280-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2033U2EB
 2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038F1LN
 2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035C0GF
 2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035D0GX
 2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035F0BE
 2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2033D1VK
 2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2035X0GY
 2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035C0G7
 2211CAMPUS-6280-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2033X24E
 2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2044X0WY
 2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2044C179
 2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2044F19C
 2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2044F1A2
 2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2044X0XQ
 2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2044C0HX
 2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2044D0V8
 2211CAMPUS-6306-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2044X0XL
 2211CAMPUS-6306-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2044C0G3
 2211CAMPUS-6306-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035F0E0
 2211CAMPUS-6306-ESW-2            | WS-C3850-12X48U-L          | SWITCH       | FCW2044F10B
 2211CAMPUS-6306-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2033U2DW
 2211CAMPUS-6306-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2035D0H2
 2211CAMPUS-6306-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2044C17A
 2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038F2B9
 2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2039X00F
 2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038D1AD
 2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2033D178
 2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038C1WT
 2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038D19D
 2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2039U00H
 2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2038U19H
 2211CAMPUS-6414-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038C1CH
 2211CAMPUS-6414-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038C18L
 2211CAMPUS-6414-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2038U1LN
 2211CAMPUS-6414-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2038D1CD
 2211CAMPUS-6414-ESW-2            | WS-C3850-48P-L             | SWITCH       | FOC2038U12K
 2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2035D0G4
 2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2035U0LN
 2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2035C0K6
 2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2033D1VN
 2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2035D0GY
 2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2035X0H1
 2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2035X0HX
 2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC2035U0K4
 2211CAMPUS-L090A-ESW-1           | WS-C3850-48P-L             | SWITCH       | FCW2035F0D1
 2211CAMPUS-L090A-ESW-2           | WS-C3850-48P-L             | SWITCH       | FCW2033D1VH
 2211CAMPUS-L090A-ESW-2           | WS-C3850-48P-L             | SWITCH       | FOC1752X0QH
 2211CAMPUS-L090A-ESW-2           | WS-C3850-48P-L             | SWITCH       | FCW2035C0K1
 2211CAMPUS-L090A-ESW-2           | WS-C3850-48P-L             | SWITCH       | FCW2035D0EU
 2211CAMPUS-L090A-ESW-2           | WS-C3850-48P-L             | SWITCH       | FOC2035X0H5
 2211CAMPUS-L284-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2033C2AN
 2211CAMPUS-L284-ESW-1            | WS-C3850-12X48U-L          | SWITCH       | FCW2117D16L
 2211CAMPUS-L284-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2035X0J8
 2211CAMPUS-L284-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2033F22J
 2211CAMPUS-L284-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035F0D7
 2211CAMPUS-L284-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2033D1VF
 2211CAMPUS-L284-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2035X0H8
 2211CAMPUS-L284-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035D0H8
 2211CAMPUS-L304-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035C0FH
 2211CAMPUS-L304-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2038U1Z2
 2211CAMPUS-L304-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035C0K7
 2211CAMPUS-L304-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038D1CH
 2211CAMPUS-L304-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038D1CV
 2211CAMPUS-L304-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2038F1N9
 2211CAMPUS-L304-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2219D16R
 2211CAMPUS-L304-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035F0D0
 2211CAMPUS-L304-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2035C0K4
 2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2033U2DT
 2211CAMPUS-L416-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2022C1K7
