name,fqdn,guest
VFSMPMAPPS06.FSM.NORTHWESTERN.EDU,VFSMPMAPPS06.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMDOCKERDB02.FSM.NORTHWESTERN.EDU,VTFSMDOCKERDB02.FSM.NORTHWESTERN.EDU,
VFSMISGMHSMART2,VFSMISGMHSMART2.FSM.NORTHWESTERN.EDU,
VTFSMEDWAPINT,VTFSMEDWAPINT.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMJSSDB01.FSM.NORTHWESTERN.EDU,,
VFSMPREVMEDWEB01.FSM.NORTHWESTERN.EDU,VFSMPREVMEDWEB01.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VTFSMGIHEPAPPS01.FSM.NORTHWESTERN.EDU,VTFSMGIHEPAPPS01.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMSURGDB03,VFSMSURGDB03.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMSCIENCECLUB.FSM.NORTHWESTERN.EDU,VFSMSCIENCECLUB.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMCHIPSFTP01.FSM.NORTHWESTERN.EDU,VFSMCHIPSFTP01.FSM.NORTHWESTERN.EDU,
PPROD.FSM.NORTHWESTERN.EDU,,
VFSMISGMHSMART1,VFSMISGMHSMART1.FSM.NORTHWESTERN.EDU,
VFSMPMP.FSM.NORTHWESTERN.EDU,VFSMPMP.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMEDWAPDBINT,VTFSMEDWAPDBINT.FSM.NORTHWESTERN.EDU,
VFSMCBITSDB07,,
VFSMCNADCAPP01.FSM.NORTHWESTERN.EDU,VFSMCNADCAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMCCRAILSAPPS01.FSM.NORTHWESTERN.EDU,,
VFSMNICU2HOME.FSM.NORTHWESTERN.EDU,,
VFSMCBITSDB08,,
VTFSMCDSIP103DB01.FSM.NORTHWESTERN.EDU,VTFSMCDSIP103DB01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMCDSIAPPS02N1,VTFSMCDSIAPPS02N1.FSM.NORTHWESTERN.EDU,CENTOS 6 (64-BIT)
MIRCONNECT.NUBIC,,
DICTY-BIOMART-PTOOLS.DICTYBASE.ORG,CONVERTER,UBUNTU LINUX (32-BIT)
VGHSLSYMDB01,VGHSLSYMDB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMFM01,VFSMFM01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMHEALTHLNKDB,VFSMHEALTHLNKDB.FSM.NORTHWESTERN.EDU,
VFSMSTDGEN.FSM.NORTHWESTERN.EDU,,
MSSDBTEST.FSM.NORTHWESTERN.EDU,,
VFSMTRANSEDW02,VFSMTRANSEDW02.FSM.NORTHWESTERN.EDU,
VTFSMSEPMGR,VTFSMSEPMGR.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMPOSH00,VTFSMPOSH00.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMSTNODE1.FSM.NORTHWESTERN.EDU,VTFSMSTNODE1.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 6 (64-BIT)
VTFSMEMSDB01.FSM.NORTHWESTERN.EDU,VTFSMEMSDB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMJSSDB01.FSM.NORTHWESTERN.EDU,,
VTFSMFOCUSAPP1,VTFSMFOCUSAPP1.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMCDSILB01,VTFSMCDSILB01.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VTFSMSTNODE2.FSM.NORTHWESTERN.EDU,VTFSMSTNODE2.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 6 (64-BIT)
VFSMCDSISTDB01,VFSMCDSISTDB01.FSM.NORTHWESTERN.EDU,
VTFSMNUBICNOTIS01.FSM.NORTHWESTERN.EDU,VTFSMNUBICNOTIS01.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMNVIVO01,VFSMNVIVO01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMDOCKER03.FSM.NORTHWESTERN.EDU,VTFSMDOCKER03.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMPMAPPS08.FSM.NORTHWESTERN.EDU,,
VFSMBASICTMPMON,VFSMBASICTMPMON.FSM.NORTHWESTERN.EDU,
MSSWEBTEST.FSM.NORTHWESTERN.EDU,,
MSSALM.CI.NORTHWESTERN.EDU,MSSALM.CI.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2008 R2 (64-BIT)
VFSMNUBICREDCAP.FSM.NORTHWESTERN.EDU,VFSMNUBICREDCAP.FSM.NORTHWESTERN.EDU,
VFSMBESWEB01,VFSMBESWEB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMDOCKER02,VFSMDOCKER02.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMPOPHEALTHDB02.FSM.NORTHWESTERN.EDU,VFSMPOPHEALTHDB02.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VFSMPREVMEDAI,VFSMPREVMEDAI,
VTFSMNIACALAPP01.FSM.NORTHWESTERN.EDU,VTFSMNIACALAPP01.FSM.NORTHWESTERN.EDU,
VFSMCONVERTER.FSM.NORTHWESTERN.EDU,VFSMCONVERTER.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VFSMRADAPPSCAL1.FSM.NORTHWESTERN.EDU,VFSMRADAPPSCAL1.FSM.NORTHWESTERN.EDU,
VTFSMPERFTEST.FSM.NORTHWESTERN.EDU,VTFSMPERFTEST.FSM.NORTHWESTERN.EDU,
VFSMPDSUTIL02.FSM.NORTHWESTERN.EDU,VFSMPDSUTIL02.FSM.NORTHWESTERN.EDU,
VFSMDHCPTEST,,OTHER 2.6.X LINUX (64-BIT)
VTFSMCARDIAREDCAP,,
VTFSMPMCOUCH01.FSM.NORTHWESTERN.EDU,,
VFSMCBITSAPPS05,,
VTFSMTRANSEDW02.FSM.NORTHWETERN.EDU,VTFSMTRANSEDW02.FSM.NORTHWESTERN.EDU,
VFSMPRINT01.FSM.NORTHWESTERN.EDU,VFSMPRINT01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMGHSLAPPS04.FSM.NORTHWESTERN.EDU,VTFSMGHSLAPPS04.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMOMOP01.FSM.NORTHWESTERN.EDU,VTFSMOMOP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
MSS-DBRPT,,
VTFSMI2B2DB02.FSM.NORTHWESTERN.EDU,VTFSMI2B2DB02.FSM.NORTHWESTERN.EDU,
VMEDIASITEAPP02,VMEDIASITEAPP02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMRUNDECK01.FSM.NORTHWESTERN.EDU,VFSMRUNDECK01.FSM.NORTHWESTERN.EDU,
VFSMTRANSDBDEV.FSM.NORTHWESTERN.EDU,VFSMTRANSDBDEV.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
RAILS-PROD2.FSM.NORTHWESTERN.EDU,,
VTFSMTESTBOX02,VTFSMTESTBOX02.FSM.NORTHWESTERN.EDU,
VFSMGHSLSYMIDS.FSM.NORTHWESTERN.EDU,,
VFSMFISMANOTIS01,VFSMFISMANOTIS01.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VTFSMITTEMP1,VTFSMITTEMP1.FSM.NORTHWESTERN.EDU,
VFSMSCRIPTETL,VFSMSCRIPTETL.FSM.NORTHWESTERN.EDU,
VFSMPREVMEDWEB3.FSM.NORTHWESTERN.EDU,VFSMPREVMEDWEB3.FSM.NORTHWESTERN.EDU,
VFSMNUBICJIRA.FSM.NORTHWESTERN.EDU,,
VTIMSTRANS01,VTIMSTRANS01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMCBITSAPPS16,,
VFSMUROLOGYLM01,VFSMUROLOGYLM01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMFOCUSWEB2.FSM.NORTHWESTERN.EDU,VTFSMFOCUSWEB2.FSM.NORTHWESTERN.EDU,
VWPDEVWEB,,
VTFSMJSSDB02.FSM.NORTHWESTERN.EDU,VTFSMJSSDB02.FSM.NORTHWESTERN.EDU,
VFSMORADB02,VFSMORADB02.FSM.NORTHWESTERN.EDU,ORACLE LINUX 7 (64-BIT)
VFSMGHSLREPO01,,
VFSMPMNODEDB02,VFSMPMNODEDB02.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMBESINV01,VFSMBESINV01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMOC01.FSM.NORTHWESTERN.EDU,VFSMOC01.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VTFSMDICTYFE01,,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMNUGENEDB01,,
VTFSMNICUDB.FSM.NORTHWESTERN.EDU,VTFSMNICUDB.FSM.NORTHWESTERN.EDU,
OSLER.FSM.NORTHWESTERN.EDU,,RED HAT ENTERPRISE LINUX 6 (64-BIT)
VFSMPMNODE01.FSM.NORTHWESTERN.EDU,,
CODE.BIOINFORMATICS.NORTHWESTERN.EDU,CONVERTER,RED HAT ENTERPRISE LINUX 5 (64-BIT)
CLINICAL-RAILS-PROD.FSM.NORTHWESTERN.EDU,,RED HAT ENTERPRISE LINUX 5 (64-BIT)
VTFSMPERFTEST03.FSM.NORTHWESTERN.EDU,VTFSMPERFTEST03.FSM.NORTHWESTERN.EDU,
VTFSMCNADCAPP01.FSM.NORTHWESTERN.EDU,VTFSMCNADCAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMMISAPPS02.FSM.NORTHWESTERN.EDU,VFSMMISAPPS02.FSM.NORTHWESTERN.EDU,
VFSMITMYSQL01.FSM.NORTHWESTERN.EDU,VFSMITMYSQL01.FSM.NORTHWESTERN.EDU,
VTFSMPOPHEALTHDB01,,
VTFSMGHSLREPO01,,
VFSMPREVMEDWEB02.FSM.NORTHWESTERN.EDU,VFSMPREVMEDWEB02.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMCPRR01.FSM.NORTHWESTERN.EDU,,
VWPPRODWEB,,
VFSMTRANSDBPROD.FSM.NORTHWESTERN.EDU,VFSMTRANSDBPROD.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMSTDEMO.FSM.NORTHWESTERN.EDU,,
VTFSMBMGJUBX01,VTFSMBMGJUBX01.FSM.NORTHWESTERN.EDU,CENTOS 6 (64-BIT)
VTFSMNUNDADB01.FSM.NORTHWESTERN.EDU,VTFSMNUNDADB01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMNUBICAPPS01,,
BIOREPO.FSM.NORTHWESTERN.EDU,FREEZERPRO,UBUNTU LINUX (64-BIT)
VTFSMEDWSSRSINT,VTFSMEDWSSRSINT.FSM.NORTHWESTERN.EDU,
VFSMCDSIAPPS01.FSM.NORTHWESTERN.EDU_RESTORED0308,,
REGISTAR-STAGING2.NUBIC.NORTHWESTERN.EDU,,
VTFSMJSS02,VTFSMJSS02.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMCNADCDB01.FSM.NORTHWESTERN.EDU,VFSMCNADCDB01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMPHYSDB1,VFSMPHYSDB1.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMSTDB01N1.FSM.NORTHWESTERN.EDU,VFSMSTDB01N1.FSM.NORTHWESTERN.EDU,
VTFSMNICUWEB.FSM.NORTHWESTERN.EDU,VTFSMNICUWEB.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMADSUTIL01.ADS.NORTHWESTERN.EDU,VFSMADSUTIL01.ADS.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VFSMFREEZERPRO.FSM.NORTHWESTERN.EDU,FREEZERPRO,UBUNTU LINUX (64-BIT)
CLINICAL-RAILS-STAGING2.NUBIC.NORTHWESTER,,
VFSMCDSIPBDB01.FSM.NORTHWESTERN.EDU,VFSMCDSIPBDB01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMCDSIOC01,,
VFSMJSS01.FSM.NORTHWESTERN.EDU,,
VTFSMOASIS.FSM.NORTHWESTERN.EDU,,
VFSMNEURODB01,VFSMNEURODB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VTFSMDC01,VTFSMDC01.FSMTEST.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMMEDGMDDB01.FSM.NORTHWESTERN.EDU,VFSMMEDGMDDB01.FSM.NORTHWESTERN.EDU,
VFSMPCFMONITOR.FSM.NORTHWESTERN.EDU,VFSMPCFMONITOR.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMJUPYTER01.FSM.NORTHWESTERN.EDU,VFSMJUPYTER01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMPMCOUCH01.FSM.NORTHWESTERN.EDU,,
VFSMSURGAPERIO,VFSMSURGAPERIO.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMDC03,VFSMDC03.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMNUBICREDIS01.FSM.NORTHWESTERN.EDU,VFSMNUBICREDIS01.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMCBITSAPPS08,,
PRODCOI,PRODCOI.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2008 R2 (64-BIT)
VTFSMMISAPPS01.FSM.NORTHWESTERN.EDU,VTFSMMISAPPS01.FSM.NORTHWESTERN.EDU,
MSSSVN.FSM.NORTHWESTERN.EDU,,
VTFSMEDWTABLINT,VTFSMEDWTABLINT.FSM.NORTHWESTERN.EDU,
VMEDIASITEDB01,VMEDIASITEDB01.FSM.NORTHWESTERN.EDU,
VTFSMTESTBOX04,VTFSMTESTBOX04.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VFSMCDSIH3APP01,VFSMCDSIH3APP01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMGIHEPAPPS01.FSM.NORTHWESTERN.EDU,VFSMGIHEPAPPS01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
FEINMED2.FSM.NORTHWESTERN.EDU,FEINMED2.FSM.NORTHWESTERN.EDU,
VFSMINFAPPS03,VFSMINFAPPS03.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMNUBICNOTIS01.FSM.NORTHWESTERN.EDU,VFSMNUBICNOTIS01.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VFSMNUBICKAYAKODB.FSM.NORTHWESTERN.EDU,VFSMNUBICKAYAKODB.FSM.NORTHWESTERN.EDU,
MSS-WEBSTAGING,MSS-WEBSTAGING.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2008 R2 (64-BIT)
VFSMPDSUTIL03,VFSMPDSUTIL03.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMTRANSEDW01,,
BIOREPOSITORY.FSM.NORTHWESTERN.EDU (FREEZERPRO V7),FREEZERPRO,UBUNTU LINUX (64-BIT)
DICTY-ORACLE-VM.NUBIC.NORTHWESTERN.EDU,CONVERTER,ORACLE LINUX 4/5 OR LATER (64-BIT)
VMEDIASITEAPP03,VMEDIASITEAPP03.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMPMAPPS10.FSM.NORTHWESTERN.EDU,,
VTFSMJSS03,VTFSMJSS03.FSM.NORTHWESTERN.EDU,
MSS-DBWIT,,
VFSMCYTOGENOMIC,VFSMCYTOGENOMIC.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
FEINMED4.FSM.NORTHWESTERN.EDU,FEINMED4.FSM.NORTHWESTERN.EDU,
VTFSMMBTIDOCKR1.FSM.NORTHWESTERN.EDU,VTFSMMBTIDOCKR1.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMPOPHEALTH01,,
VTFSMITBRT438W,VTFSMITBRT438W.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2016 OR LATER (64-BIT)
VFSMISGMHAPP01.FSM.NORTHWESTERN.EDU,VFSMISGMHAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMJSS01.FSM.NORTHWESTERN.EDU,,RED HAT ENTERPRISE LINUX 6 (64-BIT)
VTFSMGHSLEZPROXY01,,
VFSMMSSPHP02,VFSMMSSPHP02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTGHSLSYMDB01,VTGHSLSYMDB01.FSM.NORTHWESTERN.EDU,
VFSMPREVMEDDB01.FSM.NORTHWESTERN.EDU,VFSMPREVMEDDB01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMMBTIDB01,VTFSMMBTIDB01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
WIKIFARM.NUBIC.NORTHWESTERN.EDU,,
VTFSMNUBICDRUPAL01.FSM.NORTHWESTERN.EDU_R,,
MSSDBPROD.FSM.NORTHWESTERN.EDU,,
MSSWEBDEPT.FSM.NORTHWESTERN.EDU,MSSWEBDEPT.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2008 R2 (64-BIT)
VWPPRODDB,,
VFSMWEBPAX01,VFSMWEBPAX01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMI2B2DB01.FSM.NORTHWESTERN.EDU,VFSMI2B2DB01.FSM.NORTHWESTERN.EDU,
VTFSMDOCKERDB01.FSM.NORTHWESTERN.EDU,VTFSMDOCKERDB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMPMNODEDB02,VTFSMPMNODEDB02.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMSECUREWEB.FSM.NORTHWESTERN.EDU,VFSMSECUREWEB.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMDOCKER01,VFSMDOCKER01.FSM.NORTHWESTERN.EDU,CENTOS 6 (64-BIT)
VFSMGIMUMEDIC01.FSM.NORTHWESTERN.EDU,VFSMGIMUMEDIC01.FSM.NORTHWESTERN.EDU,
REGISTAR-PROD.NUBIC.NORTHWESTERN.EDU,,
VTFSMITAPPS01.FSM.NORTHWESTERN.EDU,,
VFSMMSSMYSQL01,VFSMMSSMYSQL01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMMAGNETAPP01,VFSMMAGNETAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMPROXY01,,
VFSMJSS02,VFSMJSS02.FSM.NORTHWESTERN.EDU,
VFSMWPWEB01.FSM.NORTHWESTERN.EDU,VFSMWPWEB01.FSM.NORTHWESTERN.EDU,
VFSMEDWTUNNEL,,
VERITAS,,
VFSMPSYCCJCCAPP,VFSMPSYCCJCCAPP.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMFOCUSAPP1,VFSMFOCUSAPP1.FSM.NORTHWESTERN.EDU,
VFSMMSSPHP01,VFSMMSSPHP01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMDOCKERDB02.FSM.NORTHWESTERN.EDU,VFSMDOCKERDB02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMSTSAPP01.FSM.NORTHWESTERN.EDU,VTFSMSTSAPP01.FSM.NORTHWESTERN.EDU,
VTFSMDFS,VTFSMDFS.FSM.NORTHWESTERN.EDU,
VTFSMCARDIAREDCAPDB,,
VTFSMGHSLDB01,,
VFSMLURIEWEB,VFSMLURIEWEB.FSM.NORTHWESTERN.EDU,
VFSMNIACALAPP01.FSM.NORTHWESTERN.EDU,VFSMNIACALAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMI2B2APP02.FSM.NORTHWESTERN.EDU,VFSMI2B2APP02.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VFSMSHRINE02,VFSMSHRINE02.FSM.NORTHWESTERN.EDU,CENTOS 4/5 OR LATER (64-BIT)
VTFSMMSSWEBTST1,VTFSMMSSWEBTST1.FSM.NORTHWESTERN.EDU,
VFSMCBITSWEB.FSM.NORTHWESTERN.EDU,VFSMCBITSWEB.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMMSSDBPRD2,VFSMMSSDBPRD2.FSM.NORTHWESTERN.EDU,
VTFSMRSHINY01.FSM.NORTHWESTERN.EDU,VTFSMRSHINY01.FSM.NORTHWESTERN.EDU,
VWPDEVDB,,
VTFSMSHRINE02,VTFSMSHRINE02.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMSURGDB02,VFSMSURGDB02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMMSSDBRPT1,VFSMMSSDBRPT1.FSM.NORTHWESTERN.EDU,
VTIMSAPP02,VTIMSAPP02.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMCHIPSAS01.FSM.NORTHWESTERN.EDU,VFSMCHIPSAS01.FSM.NORTHWESTERN.EDU,
VFSMINFAPPS01,VFSMINFAPPS01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMNUBICREDCAP.FSM.NORTHWESTERN.EDU,VTFSMNUBICREDCAP.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VTFSMNUBICREDCAPDB.FSM.NORTHWESTERN.EDU,VTFSMNUBICREDCAPDB.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
VFSMPROGENY03,VFSMPROGENY03.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
CAS.NUBIC.NORTHWESTERN.EDU,,
VFSMOEMDBMON01.FSM.NORTHWESTERN.EDU,VFSMOEMDBMON01.FSM.NORTHWESTERN.EDU,ORACLE LINUX 7 (64-BIT)
VTFSMFOCUSWEB1,VTFSMFOCUSWEB1.FSM.NORTHWESTERN.EDU,
VFSMDOCKER03,VFSMDOCKER03.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMMSSSVN,VFSMMSSSVN.FSM.NORTHWESTERN.EDU,
VFSMCDSIPBAPP01.FSM.NORTHWESTERN.EDU,VFSMCDSIPBAPP01.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VFSMISGMHAPP02.FSM.NORTHWESTERN.EDU,VFSMISGMHAPP02.FSM.NORTHWESTERN.EDU,RED HAT ENTERPRISE LINUX 7 (64-BIT)
VTFSMCMRCLIENT,,
JARVIS.FSM.NORTHWESTERN.EDU,JARVIS,
VFSMCDSIMC01,VFSMCDSIMC01.FSM.NORTHWESTERN.EDU,
VFSMCDSIAPPS01.FSM.NORTHWESTERN.EDU_RESTORED0309,,
WIN2019-MODEL-FSM,,
VFSMBESPRI01,VFSMBESPRI01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
WIN2016-MODEL-FSM,WIN-JDRNAD61U25,
VTFSMSANDBOXW2,VTFSMSANDBOXW2.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
WIN2016-SQL2014-MSS-MODEL,WIN2016-SQL2014,
VFSMDBISAS01.FSM.NORTHWESTERN.EDU,VFSMDBISAS01.FSM.NORTHWESTERN.EDU,
VFSMPMAPPS09.FSM.NORTHWESTERN.EDU,VFSMPMAPPS09.FSM.NORTHWESTERN.EDU,
VFSMSECURECLOUD,VFSMSECURECLOUD.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMSECAPPS.FSM.NORTHWESTERN.EDU,VFSMSECAPPS.FSM.NORTHWESTERN.EDU,
VFSMNUBICDB02.FSM.NORTHWESTERN.EDU,,
VTFSMNICUAPP.FSM.NORTHWESTERN.EDU,VTFSMNICUAPP.FSM.NORTHWESTERN.EDU,
NUCMRXP.FSM.NORTHWESTERN.EDU,,
VFSMAUTOSCRIPTS,VFSMAUTOSCRIPTS.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMCDSIH3DB01,VFSMCDSIH3DB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VTFSMNUBICREDIS01.FSM.NORTHWESTERN.EDU,VTFSMNUBICREDIS01.FSM.NORTHWESTERN.EDU,CENTOS 7 (64-BIT)
INVICTUS,INVICTUS.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2008 R2 (64-BIT)
VFSMMISDB01,VFSMMISDB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMPMNODE01N.FSM.NORTHWESTERN.EDU,VFSMPMNODE01N.FSM.NORTHWESTERN.EDU,
CLINICAL-RAILS-STG.FSM.NORTHWESTERN.EDU,,
VFSMPSYWEB01,VFSMPSYWEB01.FSM.NORTHWESTERN.EDU,MICROSOFT WINDOWS SERVER 2012 (64-BIT)
VFSMSTATTAG,,
VFSMCARDIAREDCAP,,
